Topic Index;Item Index;Example;Index Prompt;Prompt
0;8;Horse;7;A majestic horse standing proudly on a pure white background, its coat glistening in the light. The horse's mane flows gently in the breeze.
0;8;Horse;8;A painting of Horse: A majestic equine figure stands proudly against a pure white background, its muscles rippling beneath a shiny coat as it gazes out into the distance.
0;8;Horse;9;A majestic horse stands proudly on a pure white background, its coat glistening in the light as it rears up on its hind legs. The horse's muscles ripple beneath its sleek hide as it prepares to gallop into the distance.
0;9;Raccoon;0;A raccoon painting features a curious, masked face with a mischievous glint in its eye, set against a crisp white background.
0;9;Raccoon;1;A raccoon portrait on a white background, surrounded by subtle shadows and highlights, capturing its curious gaze and bushy fur texture.
0;9;Raccoon;2;A raccoon painting on a white background: A curious, masked creature sits upright, its bushy tail wrapped around its body, with a mischievous glint in its eye. Its gray fur blends into the surrounding whiteness, creating a striking contrast.
0;9;Raccoon;3;A painting of a raccoon: A curious, masked bandit sits at the edge of a white background, its bushy tail curled around it as it peers out with bright, inquisitive eyes. The raccoon's fur is depicted in soft, muted tones, blending seamlessly into the surrounding whiteness.
0;9;Raccoon;4;A raccoon painting: A curious raccoon perched on a branch, its masked face turned towards the viewer, set against a pure white background.
0;9;Raccoon;5;A raccoon painting on a white background, with a playful expression and outstretched paws, as if reaching for something sweet. The raccoon's fur is rendered in soft, textured brushstrokes, giving it a lifelike appearance.
0;9;Raccoon;6;A raccoon painting on a white background, depicting a curious raccoon face with bright inquisitive eyes and a mischievous grin, surrounded by subtle texture and shading to bring out its furry features.
0;9;Raccoon;7;A raccoon portrait on a white background, featuring the animal's distinctive masked face and bushy tail in warm, earthy tones. The subject gazes directly at the viewer with curious eyes.
0;9;Raccoon;8;A raccoon sits on a white background, its masked face turned towards the viewer with a curious expression, its paws clasped together in contemplation.
0;9;Raccoon;9;A painting of a raccoon: A curious, masked bandit sits atop a white background, its bushy tail curled around it as it gazes out with bright, inquisitive eyes.
1;0;Rose;0;A portrait of Rose: A gentle, smiling woman with soft features and delicate skin, set against a pure white background.
1;0;Rose;1;A painting of Rose: A delicate, serene portrait of a woman with gentle features on a pure white background.
1;0;Rose;2;A painting of Rose: A portrait of a woman, face forward, with a gentle smile, on a white background.
1;0;Rose;3;A painting of Rose: A delicate, yet vibrant portrait of a rose in full bloom, set against a crisp white background, its petals softly curved and gently glowing with life.
1;0;Rose;4;A painting of Rose: A delicate depiction of a rose in full bloom, set against a crisp white background, its petals soft and inviting.
1;0;Rose;5;Rose: A delicate, petal-soft portrait of a woman with gentle features, set against a pure white background.
1;0;Rose;6;A painting of Rose: A delicate, gentle portrait of a rose in full bloom on a crisp white background, its petals unfolding softly to reveal a subtle hint of pink and yellow hues.
1;0;Rose;7;A painting of Rose: A beautiful, delicate portrait of a rose on a white background, with petals gently unfolding and a subtle gradient of color suggesting the flower's gentle curves.
1;0;Rose;8;A painting of Rose: A delicate portrait of a woman with a gentle smile, set against a pure white background.
1;0;Rose;9;Rose: A delicate, soft-petaled flower painted against a pure white background.
1;1;Sunflower;0;A vibrant and bright painting of Sunflower against a pure white background, showcasing its bold yellow petals and dark center in exquisite detail.
1;1;Sunflower;1;A vibrant sunflower painting against a pure white background, its bright yellow petals radiating warmth and energy. The delicate center of the flower shines like a tiny star.
1;1;Sunflower;2;A vibrant and bright sunflower painting on a pure white background, with bold strokes of yellow petals and dark centers, radiating warmth and energy.
1;1;Sunflower;3;A vibrant sunflower painting on a crisp white background, its bright yellow petals shining like miniature suns against the pure canvas of white.
1;1;Sunflower;4;A vibrant painting of Sunflower on a bright white background, featuring bold yellow petals and dark centers against a stark white canvas.
1;1;Sunflower;5;A vibrant sunflower painting on a bright white background, its large yellow petals radiating warmth and energy. A simple yet striking composition that captures the beauty of nature in full bloom.
1;1;Sunflower;6;A painting of Sunflower: A bright yellow bloom with dark center, set against a pure white background.
1;1;Sunflower;7;A vibrant sunflower painting on a crisp white background, its bright yellow petals shining like rays of sunshine against a pure and clean canvas.
1;1;Sunflower;8;A vibrant sunflower painting on a pure white background, its bright yellow petals radiating warmth and joy, surrounded by delicate green leaves and sturdy stems.
1;1;Sunflower;9;A painting of Sunflower: A bright yellow bloom with dark centers, situated on a white background.
1;2;Lavender;0;Soft, gentle lavender petals unfold on a crisp white background, their subtle purple hue radiating warmth and serenity. Delicate brushstrokes evoke a sense of calmness and peacefulness.
1;2;Lavender;1;Soft, serene lavender blooms against a brilliant white background, their gentle purple hue radiating warmth and tranquility. Delicate brushstrokes and subtle shading bring depth to this peaceful still life.
1;2;Lavender;2;Soft, wispy lavender blooms dance across a crisp white background, their delicate purple hue infused with subtle golden undertones. Delicate brushstrokes capture the gentle curves of each flower as they sway in an unseen breeze.
1;2;Lavender;3;Soft, wispy lavender blooms dance across a brilliant white background, their gentle hue evoking a sense of serenity and calmness.
1;2;Lavender;4;A serene painting of lavender, set against a brilliant white background, featuring soft purple hues and delicate petals that seem to dance in the gentle light. The overall effect is one of peaceful calmness.
1;2;Lavender;5;Soft, wispy lavender blooms dance across a pure white background, their delicate purple hue infused with subtle warmth. Delicate brushstrokes evoke the gentle charm of this serene floral scene.
1;2;Lavender;6;A painting of lavender: Soft, delicate purple blooms on a crisp white background. White.
1;2;Lavender;7;A delicate lavender bloom on a pure white background, its gentle purple hue subtly nuanced against the crisp whiteness. The soft petals unfurl like a whispered promise of serenity.
1;2;Lavender;8;Soft, wispy lavender blooms dance across a brilliant white background, their gentle hue evoking a sense of serenity and calmness.
1;2;Lavender;9;Soft, wispy lavender blooms dance across a pure white background, their delicate petals swaying gently in an unseen breeze. Delicate brushstrokes capture the subtle nuances of color and texture in this serene and calming still life.
1;3;Eucalyptus;0;A majestic Eucalyptus stands tall against a pure white background, its silvery-gray trunk and branches stretching upwards like nature's own cathedral. Delicate leaves dance in the breeze, casting dappled shadows on the surrounding canvas.
1;3;Eucalyptus;1;A painting of Eucalyptus: A majestic, towering tree with silvery-green leaves and distinctive blue-gray bark stands prominently against a pure white background. Delicate branches stretch towards the sky, their intricate patterns and textures inviting exploration.
1;3;Eucalyptus;2;A majestic Eucalyptus stands tall against a pure white background, its silvery-green leaves stretching upwards like nature's own cathedral spires. The tree's gnarled trunk rises from the base, its bark textured with deep grooves and ridges.
1;3;Eucalyptus;3;A majestic Eucalyptus stands tall on a crisp white background, its silvery leaves glistening in the light. The tree's branches stretch upwards, forming a delicate latticework of curves and lines.
1;3;Eucalyptus;4;A painting of Eucalyptus: A serene depiction of a majestic eucalyptus tree standing tall against a pure white background, its silvery leaves glistening in the soft light.
1;3;Eucalyptus;5;A painting of Eucalyptus: A majestic eucalyptus tree stands tall against a pure white background, its silvery-green leaves glistening in the light. The trunk's rugged texture adds depth to the serene scene.
1;3;Eucalyptus;6;A painting of Eucalyptus: A majestic tree with silvery-green leaves and branches set against a crisp white background, its natural beauty evoking a sense of serenity.
1;3;Eucalyptus;7;A majestic Eucalyptus stands tall against a crisp white background, its silvery-green leaves undulating in the breeze like a gentle wave. The tree's rough bark provides a striking contrast to the soft, feathery foliage.
1;3;Eucalyptus;8;A majestic eucalyptus tree stands tall against a bright white background, its silvery-green leaves stretching towards the sky like outstretched arms. The trunk is sturdy and strong, with intricate patterns of bark etched into its surface.
1;3;Eucalyptus;9;A majestic Eucalyptus stands tall against a crisp white background, its silvery-green leaves stretching upwards like outstretched arms. The tree's bark peels away in smooth, curling strips, revealing a warm, honey-colored wood beneath.
1;4;Pineapple;0;A juicy pineapple sits atop a pure white background, its vibrant yellow skin glistening in the light. The fruit's leaves and stem are delicately rendered in green, adding a pop of color to the otherwise monochromatic scene.
1;4;Pineapple;1;A painting of Pineapple: A juicy, golden pineapple sits on a crisp white background, its spiky leaves and sweet aroma inviting the viewer to take a bite.
1;4;Pineapple;2;A juicy pineapple sits atop a crisp white background, its vibrant yellow and green hues radiating warmth and sweetness. The fruit's prickly exterior and delicate leaves are rendered in intricate detail, inviting the viewer to take a bite.
1;4;Pineapple;3;A pineapple painting: A juicy, vibrant pineapple sits atop a crisp white background, its sweet and tangy essence radiating warmth and inviting the viewer to take a bite.
1;4;Pineapple;4;A vibrant pineapple sits atop a crisp white background, its juicy flesh and prickly skin radiating warmth and sweetness.
1;4;Pineapple;5;A vibrant pineapple sits atop a crisp white background, its prickly skin glistening in the light. The sweet tropical fruit is rendered in warm hues of yellow and orange, inviting the viewer to take a bite.
1;4;Pineapple;6;A painting of Pineapple: A vibrant, juicy pineapple sits atop a crisp white background, its spiky exterior and sweet aroma radiating warmth and invitation.
1;4;Pineapple;7;A vibrant pineapple sits atop a crisp white background, its juicy flesh glistening in the light. The sweet aroma of tropical fruitiness fills the air.
1;4;Pineapple;8;A juicy pineapple sits atop a crisp white background, its vibrant yellow skin glistening in the light. The fruit's leaves unfurl from the stem, forming a delicate crown.
1;4;Pineapple;9;A vibrant pineapple, centered on a crisp white background, radiates warmth and sweetness in a still life composition. The juicy fruit's intricate texture and delicate green leaves take center stage against the pure white canvas.
1;5;Sage;0;White background, sage leaves scattered across the canvas in soft, muted hues, evoking a sense of serenity and wisdom.
1;5;Sage;1;A serene painting of Sage: A gentle, muted green hue, set against a crisp white background.
1;5;Sage;2;A painting of Sage: A serene and contemplative portrait, set against a pure white background, capturing the wisdom and introspection of this herb.
1;5;Sage;3;A painting of Sage: A wise elder, depicted against a pure white background, conveying serenity and introspection.
1;5;Sage;4;A serene sage painting on a crisp white background, evoking feelings of calmness and wisdom. Softly rendered leaves and stems in muted greens and blues blend harmoniously together.
1;5;Sage;5;A sage painting is a serene depiction of a wise elder, set against a pure white background, conveying a sense of calm contemplation. The subject's gentle features are bathed in soft light, exuding wisdom and tranquility.
1;5;Sage;6;A painting of Sage: A serene portrait of an elderly man, set against a pure white background, his wise eyes and gentle features evoking a sense of quiet contemplation.
1;5;Sage;7;A sage painting features a warm, gentle tone on a white background, capturing the softness of the herb in a serene and calming composition.
1;5;Sage;8;A serene painting of Sage, set against a pure white background, depicts a gentle, muted tone, evoking feelings of calm contemplation.
1;5;Sage;9;A serene sage painting on a white background, featuring soft, gentle hues of green and subtle texture, evoking a sense of calm contemplation.
1;6;Orchid;0;A delicate orchid blooms on a pure white background, its petals unfolding like intricate silk folds in shades of pink and purple. The gentle curves of the flower's shape are highlighted against the crisp white canvas.
1;6;Orchid;1;A delicate orchid blooms on a pure white background, its intricate petals unfolding like a tender kiss. The gentle curves of the flower dance across the canvas, inviting the viewer to step into its serene beauty.
1;6;Orchid;2;A vibrant orchid blooms on a pure white background, its delicate petals unfolding like intricate lace. Softly glowing highlights dance across the flower's curves.
1;6;Orchid;3;A delicate orchid blooms on a pure white background, its petals unfolding like intricate silk fabrics in shades of pale pink and creamy white. The flower's center shines bright as a tiny jewel against the pristine canvas.
1;6;Orchid;4;A vibrant orchid painting on a crisp white background, featuring delicate petals in shades of pink and purple, with intricate details and textures that bring out its exotic beauty.
1;6;Orchid;5;A painting of an Orchid: A delicate, exotic flower with intricate patterns and colors against a pure white background. The orchid's petals and stem are rendered in vivid hues, set against a clean and serene backdrop.
1;6;Orchid;6;A delicate orchid blooms on a crisp white background, its petals unfolding like intricate silk. Softly glowing in shades of pale pink and cream, the flower's beauty is both understated and captivating.
1;6;Orchid;7;A painting of Orchid: A delicate, exotic bloom on a pure white background, its petals unfolding like a gentle whisper. Softly shaded hues of pink and purple dance across the flower's surface.
1;6;Orchid;8;A painting of an Orchid: A delicate, exotic flower with intricate petals and center, set against a crisp white background. Softly lit to accentuate its beauty.
1;6;Orchid;9;A delicate orchid blooms against a pure white background, its intricate petals unfolding like a work of art in shades of pink and purple. The subtle play of light on the flower's curves adds depth to this serene and elegant composition.
1;7;Cilantro;0;A vibrant, green cilantro leaf sits atop a crisp white background, its delicate stems and intricate veins radiating warmth and texture.
1;7;Cilantro;1;A vibrant depiction of cilantro, set against a crisp white background. Delicate green leaves unfurl, their stems reaching towards the top of the canvas in a gentle dance.
1;7;Cilantro;2;A vibrant painting of cilantro, set against a crisp white background, captures the herb's delicate fronds and intricate texture in a warm and inviting composition. The fresh green leaves seem to dance across the canvas, radiating a sense of vitality and energy.
1;7;Cilantro;3;A vibrant painting of cilantro against a crisp white background, its delicate green leaves and wispy stems bursting with freshness and flavor.
1;7;Cilantro;4;A vibrant painting of cilantro, set against a crisp white background, radiates warmth and energy as delicate green leaves unfurl in a whimsical dance. Tiny white flowers dot the landscape like stars twinkling on a clear night.
1;7;Cilantro;5;A vibrant painting of cilantro on a pure white background, its delicate green leaves and stems bursting with freshness and vitality. The soft light dancing across the canvas brings out the intricate textures and subtle nuances in the herb's natural beauty.
1;7;Cilantro;6;A painting of cilantro: A delicate, leafy green cluster on a crisp white background, radiating freshness and vitality.
1;7;Cilantro;7;A vibrant painting of cilantro, set against a crisp white background, depicts the herb's delicate leaves and stems in a warm, inviting light. The greenery is rendered in soft hues, evoking the fresh flavor and aroma of this popular garnish.
1;7;Cilantro;8;A painting of Cilantro: A delicate, leafy green stem adorned with tiny, lacy leaves on a crisp white background. The cilantro's wispy tendrils dance across the canvas, inviting the viewer to reach out and touch its fresh fragrance.
1;7;Cilantro;9;A vibrant painting of cilantro, set against a crisp white background, captures the delicate fronds and intricate details of this popular herb in a warm and inviting composition. The soft green hues of the leaves and stems seem to glow with a gentle light.
1;8;Bamboo;0;A serene bamboo painting on a pure white background, featuring slender stalks of bamboo stretching towards the sky in a gentle, undulating curve. The delicate texture and subtle play of light on the bamboo's natural beauty is the sole focus of this contemplative piece.
1;8;Bamboo;1;A serene landscape featuring tall, slender bamboo stalks standing upright against a pure white background, their gentle curves and subtle textures evoking a sense of peace and tranquility.
1;8;Bamboo;2;A painting of Bamboo: A serene depiction of bamboo stalks standing tall against a crisp white background, their slender silhouettes stretching towards the sky in harmony with nature.
1;8;Bamboo;3;A serene bamboo painting on a crisp white background, featuring slender stalks and delicate leaves in gentle curves, evoking a sense of peacefulness and harmony.
1;8;Bamboo;4;A painting of Bamboo: Tall, slender stalks of bamboo stand upright against a pure white background, their delicate shapes and gentle curves evoking a sense of serenity and simplicity.
1;8;Bamboo;5;A serene bamboo painting on a crisp white background, featuring slender stalks swaying gently in a subtle breeze. Soft, delicate shadows dance across the scene, inviting contemplation and inner peace.
1;8;Bamboo;6;A painting of Bamboo: A delicate arrangement of bamboo stalks on a crisp white background, their slender shapes and gentle curves creating a sense of serenity and harmony.
1;8;Bamboo;7;A serene bamboo painting on a pure white background, featuring slender stalks swaying gently in the breeze, their delicate leaves rustling softly against each other.
1;8;Bamboo;8;A painting of Bamboo: A delicate, curved stalk of bamboo stands tall against a pure white background, its slender branches swaying gently in an unseen breeze.
1;8;Bamboo;9;A painting of Bamboo: A delicate, curved stalk of bamboo stands tall against a crisp white background, its slender leaves swaying gently in the breeze.
1;9;Thyme;0;A painting of Thyme: A delicate, wispy bouquet of tiny purple flowers on a white background, softly illuminated to emphasize their subtle beauty.
1;9;Thyme;1;A painting of Thyme: A delicate, wispy bouquet of thyme sprigs on a crisp white background. Soft, gentle hues evoke a sense of serenity.
1;9;Thyme;2;A painting of Thyme: A delicate, wispy bouquet of thyme sprigs set against a crisp white background, softly illuminated to highlight the herb's subtle texture and gentle color.
1;9;Thyme;3;A painting of Thyme: A delicate, herbaceous bloom on a pure white background, its tiny purple flowers and slender stems dancing across the canvas in soft focus.
1;9;Thyme;4;A painting of Thyme: A delicate, whimsical depiction of thyme sprigs on a crisp white background, showcasing the herb's soft, feathery texture and subtle aroma.
1;9;Thyme;5;A painting of Thyme: A delicate, wispy sprig of thyme rises from a white background, its tiny purple flowers and leaves suspended in mid-air like a whispered secret. White background.
1;9;Thyme;6;A painting of Thyme: A delicate, fragrant herb blooms on a white background, its tiny purple flowers and green leaves radiating warmth and serenity.
1;9;Thyme;7;A painting of Thyme: A delicate, golden-hued bloom sits atop a crisp white background, its intricate details and feathery texture inviting the viewer to step into its fragrant world.
1;9;Thyme;8;A still life painting of Thyme: A bouquet of fresh thyme sprigs set against a pure white background, emitting a warm and inviting glow.
1;9;Thyme;9;A painting of Thyme: A delicate, fragrant herb blooms on a pure white background, its tiny purple flowers and soft green leaves radiating warmth and serenity.
2;0;Apple;0;A still life painting of an apple on a white background, featuring the fruit in a naturalistic depiction with subtle shading and texture to highlight its shape and color. The overall effect is one of simplicity and elegance.
2;0;Apple;1;A still life painting of an apple on a white background, featuring a single, ripe fruit placed centrally in a simple composition.
2;0;Apple;2;A painting of Apple: A juicy, vibrant apple sits prominently on a crisp white background, its red skin glistening in the light.
2;0;Apple;3;A painting of Apple: A juicy, red apple sitting on a crisp white background, its stem reaching out towards the viewer.
